Name,Rarity,Category,Subcategory,Level,Price,Bulk
Cloak of the Bat,Common,Worn Items,Other Worn Items,10,950 gp,L
Codebreaker's Parchment (Greater),Common,Held Items,,10,950 gp,L
Compass of Transpositional Awareness,Rare,Held Items,,10,950 gp,L
Dinosaur Boots,Uncommon,Worn Items,Other Worn Items,10,950 gp,1
Electric Eelskin,Common,Armor,Specific Magic Armor,10,950 gp,1
Galvanic Mortal Coil,Rare,Held Items,,10,970 gp,L
Forge Warden,Uncommon,Shields,Specific Shields,10,975 gp,1
Ring of Energy Resistance (Greater),Common,Worn Items,Other Worn Items,10,975 gp,
Cape of the Mountebank,Uncommon,Worn Items,Other Worn Items,10,980 gp,L
Amaranthine Pavise,Uncommon,Shields,Specific Shields,10,1000 gp,4
Blast Foot (Greater),Common,Assistive Items,,10,1000 gp,1
Breastplate of Command,Common,Armor,Specific Magic Armor,10,1000 gp,2
Dragon's Breath (4th-Level Spell),Uncommon,Runes,Accessory Runes,10,1000 gp,
Druid's Vestments,Common,Worn Items,Other Worn Items,10,1000 gp,L
Emerald Fulcrum Lens,Unique,Other,,10,1000 gp,3
Exploration Lens (Detecting),Uncommon,Held Items,,10,1000 gp,
Handwraps of Mighty Blows (+2 Striking),Common,Worn Items,Other Worn Items,10,1000 gp,
Impactful,Common,Runes,Weapon Property Runes,10,1000 gp,
Invisibility (Greater),Common,Runes,Armor Property Runes,10,1000 gp,
Magic Weapon (+2 Striking),Common,Weapons,Basic Magic Weapons,10,1000 gp,
Ring of Wizardry (Type II),Uncommon,Worn Items,Other Worn Items,10,1000 gp,
Ring of the Tiger (Greater),Uncommon,Worn Items,Other Worn Items,10,1000 gp,
Scarab Cuirass,Uncommon,Armor,Specific Magic Armor,10,1000 gp,1
Serrating,Uncommon,Runes,Weapon Property Runes,10,1000 gp,
Shadow Signet,Common,Worn Items,Other Worn Items,10,1000 gp,
Shining Shield,Uncommon,Shields,Specific Shields,10,1000 gp,1
Sisterstone Armor (Standard-Grade),Rare,Armor,Precious Material Armor,10,1000 gp (plus 100 gp per Bulk),
Specialist's Ring,Common,Worn Items,Other Worn Items,10,1000 gp,
Stone Circle,Uncommon,Structures,,10,1000 gp,
Sturdy Shield (Moderate),Common,Shields,Specific Shields,10,1000 gp,1
Wand of Crackling Lightning (4th-Level Spell),Common,Wands,Specialty Wands,10,1000 gp,L
Wand of Hopeless Night (4th-Level Spell),Common,Wands,Specialty Wands,10,1000 gp,L
Wand of Noisome Acid (4th-Level Spell),Uncommon,Wands,Specialty Wands,10,1000 gp,L
Wand of Teeming Ghosts (4th-Level Spell),Uncommon,Wands,Specialty Wands,10,1000 gp,L
Wand of Widening (4th-Level Spell),Common,Wands,Specialty Wands,10,1000 gp,L
Warcaller's Chime of Dread,Uncommon,Held Items,,10,1000 gp,L
Trebuchet,Uncommon,Siege Weapons,,10,2000 gp,
Speedster,Rare,Vehicles,,10,2900 gp,
Cliff Crawler,Uncommon,Vehicles,,10,3000 gp,
Galley,Common,Vehicles,,10,3000 gp,
Sky Chariot Medium,Uncommon,Vehicles,,10,3000 gp,
Aluum Charm,Uncommon,Worn Items,Other Worn Items,10,,
Barbed Vest,Rare,Cursed Items,,10,,1
Immolation Clan Pistol,Rare,Cursed Items,,10,,1
Lost Ember,Rare,Contracts,Bargained Contracts,10,,
Pact-Bound Pistol,Rare,Cursed Items,,10,,L
Poisonous Cloak Type II,Rare,Cursed Items,,10,,L
Ring of Truth,Rare,Cursed Items,,10,,
Rose of Loves Lost,Common,Cursed Items,,10,,L
The Whispering Reeds,Rare,Artifacts,,10,,2
Oil of Repulsion,Common,Consumables,Oils,11,175 gp,L
Blightburn Resin,Common,Alchemical Items,Alchemical Poisons,11,225 gp,L
Juxtaposition Ammunition,Uncommon,Consumables,Magical Ammunition,11,225 gp,
Toadskin Salve (Major),Uncommon,Alchemical Items,Alchemical Poisons,11,225 gp,L
Hunger Oil,Uncommon,Alchemical Items,Alchemical Poisons,11,235 gp,L
Acid Flask (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Alchemist's Fire (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Big Rock Bullet (Greater),Uncommon,Consumables,Magical Ammunition,11,250 gp,
Blight Bomb (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Bloodhound Mask (Greater),Common,Alchemical Items,Alchemical Tools,11,250 gp,L
Bottled Lightning (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Cryomister (Greater),Uncommon,Consumables,Gadgets,11,250 gp,L
Frost Vial (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Ghost Charge (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Goo Grenade (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Mud Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Necrotic Bomb (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Oil of Keen Edges,Uncommon,Consumables,Oils,11,250 gp,L
Pernicious Spore Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Peshspine Grenade (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Potion of Swimming (Greater),Common,Consumables,Potions,11,250 gp,L
Pyronite,Rare,Alchemical Items,Alchemical Tools,11,250 gp,L
Redpitch Bomb (Greater),Rare,Alchemical Items,Alchemical Bombs,11,250 gp,L
Sixfingers Elixir (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,11,250 gp,L
Star Grenade (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Tallow Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Tanglefoot Bag (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Thunderstone (Greater),Common,Alchemical Items,Alchemical Bombs,11,250 gp,L
Twigjack Sack (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Water Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,250 gp,L
Junk Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,275 gp,L
Pressure Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,275 gp,L
Sulfur Bomb (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,275 gp,L
6th-Level Scroll,Common,Consumables,Scrolls,11,300 gp,L
Alignment Ampoule (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,300 gp,L
Bestial Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Cognitive Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Drakeheart Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Dread Ampoule (Greater),Common,Alchemical Items,Alchemical Bombs,11,300 gp,L
Energy Mutagen (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Ghostshot Wrapping,Common,Consumables,Talismans,11,300 gp,
Golden Spur,Uncommon,Consumables,Talismans,11,300 gp,
Juggernaut Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Lesser Swapping Stone,Uncommon,Consumables,Other Consumables,11,300 gp,
Lion Claw,Common,Consumables,Talismans,11,300 gp,
Potion of Disguise (Greater),Uncommon,Consumables,Potions,11,300 gp,L
Quicksilver Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Serene Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Silencing Shot,Common,Consumables,Magical Ammunition,11,300 gp,
Silvertongue Mutagen (Greater),Common,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Skeptic's Elixir (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Spellstrike Ammunition (Type V),Common,Consumables,Magical Ammunition,11,300 gp,
Vexing Vapor (Greater),Uncommon,Alchemical Items,Alchemical Bombs,11,300 gp,L
War Blood Mutagen (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,11,300 gp,L
Necklace of Fireballs IV,Common,Worn Items,Other Worn Items,11,700 gp,
Nightmare Cudgel,Uncommon,Weapons,Specific Magic Weapons,11,1000 gp,1
Armor Potency (+2),Common,Runes,Fundamental Armor Runes,11,1060 gp,
Cassock of Devotion,Common,Worn Items,Other Worn Items,11,1150 gp,L
Ring of Maniacal Devices,Common,Worn Items,Other Worn Items,11,1175 gp,
Singing Bowl of the Versatile Stance,Uncommon,Held Items,,11,1175 gp,L
Bag of Holding (Type III),Common,Held Items,,11,1200 gp,1
Brooch of Inspiration (Greater),Uncommon,Worn Items,Other Worn Items,11,1200 gp,
Cold Iron Armor (Standard-Grade),Common,Armor,Precious Material Armor,11,1200 gp (+120 gp per Bulk),
Crafter's Eyepiece (Greater),Common,Worn Items,Other Worn Items,11,1200 gp,
Energy-Absorbing,Rare,Runes,Armor Property Runes,11,1200 gp,
Envisioning Mask,Common,Worn Items,Other Worn Items,11,1200 gp,
Fulcrum Lattice,Unique,Other,,11,1200 gp,2
Gamepiece Chariot,Rare,Held Items,,11,1200 gp,
Guardian Shield,Uncommon,Shields,Specific Shields,11,1200 gp,1
Hopeful,Uncommon,Runes,Weapon Property Runes,11,1200 gp,
Implacable,Uncommon,Runes,Armor Property Runes,11,1200 gp,
Inubrix Armor (Standard-Grade),Rare,Armor,Precious Material Armor,11,1200 gp (+120 gp per Bulk),
Quill of Passage,Uncommon,Held Items,,11,1200 gp,
Rat-Catcher Trident,Uncommon,Weapons,Specific Magic Weapons,11,1200 gp,1
Ready (Greater),Common,Runes,Armor Property Runes,11,1200 gp,
Resonating Ammunition,Common,Consumables,Magical Ammunition,11,1200 gp,
Silver Armor (Standard-Grade),Common,Armor,Precious Material Armor,11,1200 gp (+120 gp per Bulk),
Sisterstone Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,11,1200 gp (plus 120 gp per Bulk),
Spectacles of Understanding (Greater),Uncommon,Worn Items,Other Worn Items,11,1200 gp,
Stoneraiser Javelin,Uncommon,Weapons,Specific Magic Weapons,11,1200 gp,L
Boots of Elvenkind (Greater),Common,Worn Items,Other Worn Items,11,1250 gp,L
Ebon Marionette,Uncommon,Held Items,,11,1250 gp,1
Floating Shield,Uncommon,Shields,Specific Shields,11,1250 gp,L
Gloaming Arc,Uncommon,Weapons,Specific Magic Weapons,11,1250 gp,1
Goggles of Night (Greater),Common,Worn Items,Other Worn Items,11,1250 gp,
Gorget of the Primal Roar,Common,Worn Items,Other Worn Items,11,1250 gp,L
Insistent Door Knocker (Greater),Common,Held Items,,11,1250 gp,1
Sealing Chest (Greater),Uncommon,Held Items,,11,1250 gp,L
Skeleton Key (Greater),Common,Held Items,,11,1250 gp,
Spirit-Singer (Incredible),Rare,Adventuring Gear,,11,1250 gp,16
Spore Sap,Uncommon,Weapons,Specific Magic Weapons,11,1250 gp,L
Wardrobe Stone (Moderate),Uncommon,Held Items,,11,1250 gp,L
Dawnlight (Major),Uncommon,Held Items,,11,1300 gp,L
Doubling Rings (Greater),Common,Worn Items,Other Worn Items,11,1300 gp,
Hauling (Greater),Uncommon,Runes,Weapon Property Runes,11,1300 gp,
Oathbow,Common,Weapons,Specific Magic Weapons,11,1300 gp,2
Staff-Storing Shield (Greater),Common,Shields,Specific Shields,11,1300 gp,1
Arrow-Catching Shield,Common,Shields,Specific Shields,11,1350 gp,1
Blazons of Shared Power (Greater),Common,Worn Items,Other Worn Items,11,1350 gp,
Thoughtwhip Claw,Rare,Tattoos,,11,1350 gp,
Adamantine Weapon (Standard-Grade),Uncommon,Weapons,Precious Material Weapons,11,1400 gp (+140 gp per Bulk),
Alchemist Goggles (Greater),Common,Worn Items,Other Worn Items,11,1400 gp,
Anarchic,Common,Runes,Weapon Property Runes,11,1400 gp,
Axiomatic,Common,Runes,Weapon Property Runes,11,1400 gp,
Buzzsaw Axe,Common,Weapons,Specific Magic Weapons,11,1400 gp,1
Darkwood Weapon (Standard-Grade),Uncommon,Weapons,Precious Material Weapons,11,1400 gp (+140 gp per Bulk),
Dragon Rune Bracelet,Uncommon,Worn Items,Other Worn Items,11,1400 gp,
Etheric Essence Disruptor (Greater),Uncommon,Consumables,Gadgets,11,1400 gp,1
Gloaming Shard,Common,Weapons,Specific Magic Weapons,11,1400 gp,L
Hex Blaster,Unique,Weapons,Specific Magic Weapons,11,1400 gp,2
Holy,Common,Runes,Weapon Property Runes,11,1400 gp,
Holy Prayer Beads (Greater),Uncommon,Held Items,,11,1400 gp,
Inubrix Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,11,1400 gp (+140 gp per Bulk),
Magic Armor (+2 Resilient),Common,Armor,Basic Magic Armor,11,1400 gp,
Material Essence Disruptor (Greater),Uncommon,Consumables,Gadgets,11,1400 gp,1
Mithral Weapon (Standard-Grade),Uncommon,Weapons,Precious Material Weapons,11,1400 gp (+140 gp per Bulk),
Ochre Fulcrum Lens,Unique,Other,,11,1400 gp,2
Redeemer's Pistol,Unique,Weapons,Specific Magic Weapons,11,1400 gp,L
Siccatite Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,11,1400 gp (+140 gp per Bulk),
Spectral Opera Glasses,Uncommon,Held Items,,11,1400 gp,L
Staff of Nature's Cunning (Greater),Common,Staves,,11,1400 gp,1
Tiger's Claw,Rare,Weapons,Specific Magic Weapons,11,1400 gp,1
Unholy,Common,Runes,Weapon Property Runes,11,1400 gp,
Wand of Overflowing Life (4th-Level Spell),Common,Wands,Specialty Wands,11,1400 gp,L
Wand of Spiritual Warfare (4th-Level),Uncommon,Wands,Specialty Wands,11,1400 gp,L
Wand of the Spider (4th-Level Spell),Common,Wands,Specialty Wands,11,1400 gp,L
Magic Wand (5th-Level Spell),Common,Wands,Magic Wands,11,1500 gp,L
Wand of Continuation (4th-Level Spell),Common,Wands,Specialty Wands,11,1500 gp,L
Wand of Thundering Echoes (4th-Level),Uncommon,Wands,Specialty Wands,11,1500 gp,L
Shadow Manse,Rare,Structures,,11,1550 gp,1 when not activated
Apparatus of the Octopus,Uncommon,Vehicles,,11,4000 gp,
Shark Diver,Uncommon,Vehicles,,11,4200 gp,
Fiend's Mouth Cannon,Uncommon,Siege Weapons,,11,22800 gp,
Bag of Devouring Type II,Rare,Cursed Items,,11,,1
Boots of Dancing,Rare,Cursed Items,,11,,L
Calamity Glass,Common,Cursed Items,,11,,L
Eye of the Wise,Unique,Artifacts,,11,,L
Fiendish Teleportation,Rare,Contracts,Thrune Contracts,11,,
Golden Goose,Common,Cursed Items,,11,,L
Icy Disposition,Rare,Contracts,Infernal Contracts,11,,
Reaper's Grasp,Unique,Weapons,Specific Magic Weapons,11,,2
Sea Touch Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,12,300 gp,L
Stone Body Mutagen (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,12,300 gp,L
Dragonfly Potion,Uncommon,Consumables,Potions,12,310 gp,L
Quickmelt Slick (Greater),Uncommon,Alchemical Items,Alchemical Tools,12,310 gp,L
Vermin Repellent Agent (Greater),Uncommon,Alchemical Items,Alchemical Tools,12,315 gp,L
Bleeding Spines Snare,Common,Snares,,12,320 gp,
Chameleon Suit (Major),Uncommon,Consumables,Gadgets,12,320 gp,L
Fade Band,Common,Consumables,Talismans,12,320 gp,
Potion of Tongues,Uncommon,Consumables,Potions,12,320 gp,L
Salamander Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,12,320 gp,L
Scything Blade Snare,Common,Snares,,12,320 gp,
Stunning Snare,Common,Snares,,12,320 gp,
Winter Wolf Elixir (Moderate),Common,Alchemical Items,Alchemical Elixirs,12,320 gp,L
Focus Cathartic (Greater),Common,Alchemical Items,Alchemical Elixirs,12,325 gp,L
Mage Bane,Uncommon,Alchemical Items,Alchemical Poisons,12,325 gp,L
Salve of Antiparalysis (Greater),Common,Consumables,Oils,12,325 gp,L
Sinew-Shock Serum (Greater),Common,Alchemical Items,Alchemical Elixirs,12,325 gp,L
Slumber Wine,Common,Alchemical Items,Alchemical Poisons,12,325 gp,L
Spell-Eating Pitch,Uncommon,Alchemical Items,Alchemical Poisons,12,325 gp,L
Stonethroat Ammunition,Uncommon,Consumables,Magical Ammunition,12,325 gp,
Universal Solvent (Greater),Common,Alchemical Items,Alchemical Tools,12,325 gp,L
Oil of Animation,Uncommon,Consumables,Oils,12,330 gp,L
Banquet of Hungry Ghosts,Common,Consumables,Other Consumables,12,350 gp,8
Blackfinger Blight,Rare,Alchemical Items,Alchemical Poisons,12,350 gp,L
Crystal Shards (Greater),Common,Alchemical Items,Alchemical Bombs,12,350 gp,L
Dazzling Rosary (Greater),Common,Consumables,Spell Catalysts,12,350 gp,L
Fire and Iceberg (greater),Uncommon,Alchemical Items,Alchemical Tools,12,350 gp,L
Incense of Distilled Death,Common,Consumables,Other Consumables,12,350 gp,
Phoenix Flask,Common,Consumables,Potions,12,350 gp,L
Thrice-Fried Mudwings,Uncommon,Consumables,Other Consumables,12,350 gp,L
Bottled Sunlight (Greater),Common,Alchemical Items,Alchemical Bombs,12,360 gp,L
Exsanguinating Ammunition (Major),Common,Alchemical Items,Alchemical Ammunition,12,360 gp,
Applereed Mutagen (Moderate),Rare,Alchemical Items,Alchemical Elixirs,12,400 gp,L
Balisse Feather,Common,Consumables,Talismans,12,400 gp,
Dragon's Breath Potion (Adult),Common,Consumables,Potions,12,400 gp,L
Explosive Mine (Greater),Uncommon,Consumables,Gadgets,12,400 gp,L
Eye of Apprehension,Common,Consumables,Talismans,12,400 gp,
Healing Potion (Greater),Common,Consumables,Potions,12,400 gp,L
Iron Equalizer,Common,Consumables,Talismans,12,400 gp,
Meteor Shot (Greater),Uncommon,Consumables,Magical Ammunition,12,400 gp,
Oil of Unlife (Greater),Common,Consumables,Oils,12,400 gp,L
Penetrating Ammunition,Common,Consumables,Magical Ammunition,12,400 gp,
Plasma Hype,Rare,Alchemical Items,Drugs,12,400 gp,L
Potion of Retaliation (Greater),Common,Consumables,Potions,12,400 gp,L
Shrieking Skull,Common,Consumables,Talismans,12,400 gp,
Vaccine (Greater),Rare,Alchemical Items,Alchemical Elixirs,12,400 gp,L
Shadow Ash,Rare,Consumables,Spell Catalysts,12,750 gp,L
Striking (Greater),Common,Runes,Fundamental Weapon Runes,12,1065 gp,
Grisantian Hide Object (Standard-Grade),Rare,Materials,,12,1200 gp (per Bulk),
Adamantine Armor (Standard-Grade),Uncommon,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Darkwood Armor (Standard-Grade),Uncommon,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Dragonhide Armor (Standard-Grade),Uncommon,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Lich Soul Cage,Rare,Held Items,,12,1600 gp,
Mithral Armor (Standard-Grade),Uncommon,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Noqual Armor (Standard-Grade),Rare,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Noqual Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,12,1600 gp (+160 gp per Bulk),
Siccatite Armor (Standard-Grade),Rare,Armor,Precious Material Armor,12,1600 gp (+160 gp per Bulk),
Soul Cage,Rare,Held Items,,12,1600 gp,
Sovereign Steel Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,12,1600 gp (+160 gp per Buk),
Splendid Floodlight,Uncommon,Held Items,,12,1600 gp,3
Alluring Scarf (Greater),Uncommon,Held Items,,12,1650 gp,
Energy-Resistant (Greater),Common,Runes,Armor Property Runes,12,1650 gp,
Jawbreaker Shield,Uncommon,Shields,Specific Shields,12,1650 gp,1
Spirit-Singer (Incredible Handheld),Rare,Adventuring Gear,,12,1650 gp,1
Four-Ways Dogslicer,Uncommon,Weapons,Specific Magic Weapons,12,1700 gp,L
Queasy Lantern (Moderate),Uncommon,Held Items,,12,1700 gp,1
Rune of Sin,Uncommon,Tattoos,,12,1700 gp,
Tidal Fishhook,Rare,Weapons,Specific Magic Weapons,12,1700 gp,1
Cloak of Elvenkind (Greater),Common,Worn Items,Other Worn Items,12,1750 gp,L
Cordelia's Construct Key (Greater),Uncommon,Worn Items,Other Worn Items,12,1750 gp,
Exploration Lens (Investigating),Uncommon,Held Items,,12,1750 gp,
Five-Feather Wreath (Major),Common,Spellhearts,,12,1750 gp,
Flaming Star (Major),Common,Spellhearts,,12,1750 gp,
Hummingbird Wayfinder,Uncommon,Worn Items,Other Worn Items,12,1750 gp,
Quick Runner's Shirt (Greater),Uncommon,Worn Items,Other Worn Items,12,1750 gp,
Ring of Climbing,Common,Worn Items,Other Worn Items,12,1750 gp,
Ring of Swimming,Common,Worn Items,Other Worn Items,12,1750 gp,
Staff of the Desert Winds (Greater),Common,Staves,,12,1750 gp,1
Verdant Staff (Greater),Common,Staves,,12,1750 gp,1
Wraithweave Patch (Type II),Rare,Held Items,,12,1750 gp,L
Codex of Unimpeded Sight (Greater),Common,Grimoires,,12,1800 gp,L
Djezet Armor (Standard-Grade),Rare,Armor,Precious Material Armor,12,1800 gp (+180 gp per Bulk),
Djezet Weapon (Standard-Grade),Rare,Weapons,Precious Material Weapons,12,1800 gp (+180 gp per Bulk),
Dread (Moderate),Uncommon,Runes,Armor Property Runes,12,1800 gp,
Grisantian Pelt Armor (Standard-Grade),Rare,Armor,Precious Material Armor,12,1800 gp (+180 gp per Bulk),
Hat of Many Minds,Common,Worn Items,Other Worn Items,12,1800 gp,L
Marvelous Medicines,Common,Held Items,,12,1800 gp,1
Mentalist's Staff (Major),Common,Staves,,12,1800 gp,1
Perfect Droplet (Major),Common,Spellhearts,,12,1800 gp,
Reading Ring (Greater),Common,Assistive Items,,12,1800 gp,
Ring of Stoneshifting,Uncommon,Worn Items,Other Worn Items,12,1800 gp,L
Ringmaster's Staff (Greater),Uncommon,Staves,,12,1800 gp,1
Spider Chair,Uncommon,Assistive Items,Mobility Devices,12,1800 gp,3
Staff of Fire (Major),Common,Staves,,12,1800 gp,1
Staff of Healing (Major),Common,Staves,,12,1800 gp,1
Staff of Impossible Visions (Greater),Uncommon,Staves,,12,1800 gp,1
